"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"1229"	"ENSG00000254505"	"14"	24213375	24213455	81	"*"	"KOS_4h_peak_377"	17	"."	3.9985	5.86251	1.70983	2	"Promoter (<=1kb)"	14	24210675	24213432	2758	2	"ENST00000534106"	0	"CHMP4A"	"Promoter (<=1kb)"
"1231"	"ENSG00000255112"	"18"	11851567	11851728	162	"*"	"KOS_4h_peak_694"	32	"."	5.14121	7.7109	3.24218	45	"Promoter (<=1kb)"	18	11851413	11854444	3032	1	"ENST00000526991"	154	"CHMP1B"	"Promoter (<=1kb)"
"1232"	"ENSG00000255118"	"11"	62338097	62338148	52	"*"	"KOS_4h_peak_233"	32	"."	5.14121	7.7109	3.24218	31	"Promoter (<=1kb)"	11	62336911	62338090	1180	2	"ENST00000400902"	-7	""	"Promoter (<=1kb)"
"1233"	"ENSG00000255173"	"11"	65116878	65116955	78	"*"	"KOS_4h_peak_244"	17	"."	3.9985	5.86251	1.70983	63	"Promoter (<=1kb)"	11	65117157	65117458	302	1	"ENST00000527789"	-202	""	"Promoter (<=1kb)"
"1234"	"ENSG00000255517"	"11"	66480123	66480279	157	"*"	"KOS_4h_peak_251"	81	"."	6.66417	13.18645	8.19989	82	"Promoter (<=1kb)"	11	66473490	66480231	6742	2	"ENST00000527092"	0	"DPP3-DT"	"Promoter (<=1kb)"
"1235"	"ENSG00000255621"	"12"	13000459	13000575	117	"*"	"KOS_4h_peak_291"	57	"."	6.71306	10.54133	5.78565	87	"Promoter (<=1kb)"	12	13000451	13040679	40229	1	"ENST00000543321"	8	""	"Promoter (<=1kb)"
"1237"	"ENSG00000256525"	"17"	64497064	64497139	76	"*"	"KOS_4h_peak_633"	58	"."	6.08308	10.58905	5.82954	7	"Promoter (<=1kb)"	17	64477785	64497054	19270	2	"ENST00000539111"	-10	"POLG2"	"Promoter (<=1kb)"
"1239"	"ENSG00000256663"	"12"	20551461	20551521	61	"*"	"KOS_4h_peak_292"	33	"."	1.90406	7.86037	3.37698	13	"Promoter (<=1kb)"	12	20551590	20553012	1423	1	"ENST00000540175"	-69	""	"Promoter (<=1kb)"
"1240"	"ENSG00000256806"	"17"	6651637	6651812	176	"*"	"KOS_4h_peak_558"	62	"."	6.56919	11.01238	6.20804	34	"Promoter (<=1kb)"	17	6651762	6653476	1715	1	"ENST00000542475"	0	"C17orf100"	"Promoter (<=1kb)"
"1241"	"ENSG00000256875"	"12"	132464236	132464639	404	"*"	"KOS_4h_peak_339"	153	"."	8.17848	20.75709	15.30124	225	"Promoter (1-2kb)"	12	132462242	132462856	615	1	"ENST00000537742"	1994	""	"Promoter (1-2kb)"
"1242"	"ENSG00000256875"	"12"	132463505	132463920	416	"*"	"KOS_4h_peak_338"	267	"."	16.35566	32.81641	26.70106	49	"Promoter (1-2kb)"	12	132462242	132462856	615	1	"ENST00000537742"	1263	""	"Promoter (1-2kb)"
"1243"	"ENSG00000256902"	"12"	2752849	2752923	75	"*"	"KOS_4h_peak_282"	62	"."	7.19839	11.05741	6.24648	33	"Promoter (<=1kb)"	12	2752597	2753132	536	2	"ENST00000538799"	209	"IQSEC3P1"	"Promoter (<=1kb)"
"1245"	"ENSG00000257218"	"12"	120446584	120446811	228	"*"	"KOS_4h_peak_324"	45	"."	4.90709	9.22813	4.59797	45	"Promoter (<=1kb)"	12	120446577	120459921	13345	1	"ENST00000229384"	7	"GATC"	"Promoter (<=1kb)"
"1246"	"ENSG00000257285"	"14"	22929715	22929767	53	"*"	"KOS_4h_peak_371"	74	"."	6.91952	12.36939	7.4494	28	"Promoter (<=1kb)"	14	22929645	22955562	25918	1	"ENST00000548322"	70	"PRMT5-DT"	"Promoter (<=1kb)"
"1247"	"ENSG00000257354"	"12"	62602835	62603120	286	"*"	"KOS_4h_peak_306"	76	"."	7.01861	12.53314	7.60456	38	"Promoter (<=1kb)"	12	62602752	62622213	19462	1	"ENST00000550290"	83	"MIRLET7IHG"	"Promoter (<=1kb)"
"1249"	"ENSG00000258186"	"16"	21520316	21520447	132	"*"	"KOS_4h_peak_472"	69	"."	5.3054	11.7646	6.90525	40	"Promoter (<=1kb)"	16	21519830	21520365	536	2	"ENST00000553010"	0	"SLC7A5P2"	"Promoter (<=1kb)"
"1256"	"ENSG00000258947"	"16"	89923353	89923512	160	"*"	"KOS_4h_peak_548"	66	"."	7.10223	11.51087	6.66428	47	"Promoter (<=1kb)"	16	89923354	89934301	10948	1	"ENST00000554336"	0	"TUBB3"	"Promoter (<=1kb)"
"1257"	"ENSG00000259002"	"14"	34546377	34546492	116	"*"	"KOS_4h_peak_378"	88	"."	7.32019	13.88673	8.8605	83	"Promoter (<=1kb)"	14	34541740	34546329	4590	2	"ENST00000623749"	-48	""	"Promoter (<=1kb)"
"1258"	"ENSG00000259003"	"14"	22557361	22557515	155	"*"	"KOS_4h_peak_370"	120	"."	9.64035	17.27698	12.03849	74	"Promoter (<=1kb)"	14	22557429	22559068	1640	1	"ENST00000688807"	0	""	"Promoter (<=1kb)"
"1262"	"ENSG00000259248"	"15"	63601538	63601611	74	"*"	"KOS_4h_peak_432"	57	"."	6.88752	10.53045	5.77687	36	"Promoter (<=1kb)"	15	63588963	63601589	12627	2	"ENST00000561256"	0	"USP3-AS1"	"Promoter (<=1kb)"
"1264"	"ENSG00000259862"	"12"	130247888	130248035	148	"*"	"KOS_4h_peak_333"	113	"."	9.86653	16.58443	11.37443	104	"Promoter (1-2kb)"	12	130249679	130266725	17047	1	"ENST00000563922"	-1644	""	"Promoter (1-2kb)"
"1265"	"ENSG00000259956"	"3"	51391008	51391146	139	"*"	"KOS_4h_peak_1040"	17	"."	3.9985	5.86251	1.70983	58	"Promoter (<=1kb)"	3	51391285	51397908	6624	1	"ENST00000563281"	-139	"RBM15B"	"Promoter (<=1kb)"
"1266"	"ENSG00000260231"	"7"	140177563	140177778	216	"*"	"KOS_4h_peak_1360"	90	"."	7.71181	14.10095	9.05311	51	"Promoter (<=1kb)"	7	140177184	140179640	2457	1	"ENST00000566699"	379	"KDM7A-DT"	"Promoter (<=1kb)"
"1267"	"ENSG00000260464"	"1"	93847636	93847694	59	"*"	"KOS_4h_peak_74"	31	"."	4.66492	7.53009	3.10331	8	"Promoter (<=1kb)"	1	93847174	93848939	1766	1	"ENST00000565336"	462	""	"Promoter (<=1kb)"
"1271"	"ENSG00000260708"	"22"	46762484	46762538	55	"*"	"KOS_4h_peak_1025"	27	"."	5.07302	7.0686	2.70661	45	"Promoter (<=1kb)"	22	46761893	46762564	672	2	"ENST00000564152"	26	"TBC1D22A-DT"	"Promoter (<=1kb)"
"1272"	"ENSG00000260727"	"16"	29613524	29613714	191	"*"	"KOS_4h_peak_484"	45	"."	4.90709	9.22813	4.59797	148	"Promoter (<=1kb)"	16	29613103	29613640	538	2	"ENST00000568957"	0	"SLC7A5P1"	"Promoter (<=1kb)"
"1274"	"ENSG00000261002"	"15"	42208371	42208505	135	"*"	"KOS_4h_peak_425"	31	"."	4.66492	7.53009	3.10331	98	"Promoter (<=1kb)"	15	42208413	42226990	18578	1	"ENST00000563846"	0	"VPS39-DT"	"Promoter (<=1kb)"
"1276"	"ENSG00000261095"	"16"	87210081	87210286	206	"*"	"KOS_4h_peak_526"	31	"."	4.66492	7.53009	3.10331	17	"Promoter (1-2kb)"	16	87212122	87226430	14309	1	"ENST00000566092"	-1836	""	"Promoter (1-2kb)"
"1277"	"ENSG00000261360"	"5"	14664199	14664253	55	"*"	"KOS_4h_peak_1144"	32	"."	5.1004	7.64587	3.20765	38	"Promoter (<=1kb)"	5	14663103	14664275	1173	2	"ENST00000564167"	22	"OTULIN-DT"	"Promoter (<=1kb)"
"1278"	"ENSG00000261441"	"15"	89335117	89335244	128	"*"	"KOS_4h_peak_444"	52	"."	4.10332	9.92013	5.21608	23	"Promoter (<=1kb)"	15	89335271	89336161	891	1	"ENST00000562356"	-27	"POLG-DT"	"Promoter (<=1kb)"
"1280"	"ENSG00000261609"	"16"	81315002	81315075	74	"*"	"KOS_4h_peak_517"	49	"."	5.95046	9.65003	4.98526	23	"Promoter (<=1kb)"	16	81314989	81355115	40127	1	"ENST00000674788"	13	"GAN"	"Promoter (<=1kb)"
"1285"	"ENSG00000261816"	"16"	88192978	88193298	321	"*"	"KOS_4h_peak_535"	423	"."	13.37884	49.45329	42.32758	46	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	369	""	"Promoter (<=1kb)"
"1286"	"ENSG00000261816"	"16"	88192840	88192919	80	"*"	"KOS_4h_peak_534"	84	"."	7.32655	13.46324	8.46276	46	"Promoter (<=1kb)"	16	88191486	88193667	2182	2	"ENST00000568587"	748	""	"Promoter (<=1kb)"
"1287"	"ENSG00000261971"	"16"	3059395	3059488	94	"*"	"KOS_4h_peak_456"	46	"."	5.33134	9.31535	4.67549	39	"Promoter (<=1kb)"	16	3054987	3059370	4384	2	"ENST00000572574"	-25	"MMP25-AS1"	"Promoter (<=1kb)"
"1288"	"ENSG00000262202"	"17"	19112409	19112534	126	"*"	"KOS_4h_peak_572"	116	"."	4.54944	16.82195	11.60264	81	"Promoter (<=1kb)"	17	19112000	19112636	637	2	"ENST00000573866"	102	""	"Promoter (<=1kb)"
"1290"	"ENSG00000262979"	"17"	80313493	80313552	60	"*"	"KOS_4h_peak_663"	152	"."	11.12483	20.67814	15.24564	17	"Promoter (2-3kb)"	17	80315651	80316633	983	1	"ENST00000576808"	-2099	""	"Promoter (2-3kb)"
"1291"	"ENSG00000263414"	"19"	816201	816352	152	"*"	"KOS_4h_peak_727"	101	"."	8.39301	15.2205	10.10815	46	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2617	"MIR3187"	"Promoter (2-3kb)"
"1292"	"ENSG00000263414"	"19"	815987	816103	117	"*"	"KOS_4h_peak_726"	23	"."	4.60744	6.58653	2.31478	77	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2403	"MIR3187"	"Promoter (2-3kb)"
"1293"	"ENSG00000263414"	"19"	816406	816798	393	"*"	"KOS_4h_peak_728"	86	"."	6.27017	13.71746	8.69588	71	"Promoter (2-3kb)"	19	813584	813653	70	1	"ENST00000583431"	2822	"MIR3187"	"Promoter (2-3kb)"
"1294"	"ENSG00000263465"	"11"	95067456	95067628	173	"*"	"KOS_4h_peak_262"	23	"."	4.33171	6.68058	2.38836	46	"Promoter (<=1kb)"	11	95068058	95069088	1031	1	"ENST00000638426"	-430	"SRSF8"	"Promoter (<=1kb)"
"1298"	"ENSG00000264343"	"1"	146229196	146229253	58	"*"	"KOS_4h_peak_89"	83	"."	7.22456	13.29351	8.30197	24	"Promoter (<=1kb)"	1	146156098	146229041	72944	2	"ENST00000689750"	-155	"NOTCH2NLA"	"Promoter (<=1kb)"
"1299"	"ENSG00000264522"	"1"	150010696	150010761	66	"*"	"KOS_4h_peak_107"	50	"."	5.99808	9.72704	5.04225	51	"Promoter (<=1kb)"	1	149937812	150010726	72915	2	"ENST00000581312"	0	"OTUD7B"	"Promoter (<=1kb)"
"1300"	"ENSG00000264940"	"17"	19190154	19190380	227	"*"	"KOS_4h_peak_573"	138	"."	4.73953	19.20671	13.85144	61	"Promoter (<=1kb)"	17	19189665	19190245	581	2	"ENST00000580533"	0	"SNORD3C"	"Promoter (<=1kb)"
"1301"	"ENSG00000265134"	"19"	47226273	47226393	121	"*"	"KOS_4h_peak_786"	59	"."	6.16437	10.7244	5.95907	39	"Promoter (<=1kb)"	19	47226942	47227021	80	1	"ENST00000577414"	-549	"MIR3190"	"Promoter (<=1kb)"
"1302"	"ENSG00000265537"	"16"	14911234	14911303	70	"*"	"KOS_4h_peak_466"	66	"."	5.51243	11.44813	6.60506	39	"Promoter (<=1kb)"	16	14911220	14911313	94	1	"ENST00000580374"	14	"MIR3180-1"	"Promoter (<=1kb)"
"1304"	"ENSG00000265692"	"17"	82292916	82293007	92	"*"	"KOS_4h_peak_681"	70	"."	7.10915	11.88788	7.00247	51	"Promoter (<=1kb)"	17	82290046	82292814	2769	2	"ENST00000581489"	-102	"LINC01970"	"Promoter (<=1kb)"
"1306"	"ENSG00000266028"	"1"	206203731	206203787	57	"*"	"KOS_4h_peak_130"	90	"."	7.71181	14.10095	9.05311	21	"Promoter (<=1kb)"	1	206203888	206208229	4342	1	"ENST00000624686"	-101	"SRGAP2"	"Promoter (<=1kb)"
"1307"	"ENSG00000266053"	"18"	9136432	9136567	136	"*"	"KOS_4h_peak_693"	33	"."	5.39061	7.82393	3.34571	34	"Promoter (<=1kb)"	18	9121265	9136511	15247	2	"ENST00000686066"	0	"NDUFV2-AS1"	"Promoter (<=1kb)"
"1308"	"ENSG00000266094"	"1"	206507567	206507652	86	"*"	"KOS_4h_peak_131"	24	"."	4.71278	6.75286	2.42901	24	"Promoter (<=1kb)"	1	206507595	206589274	81680	1	"ENST00000581503"	0	"RASSF5"	"Promoter (<=1kb)"
"1309"	"ENSG00000266677"	"17"	18184438	18184548	111	"*"	"KOS_4h_peak_570"	57	"."	6.28287	10.54666	5.78992	46	"Promoter (<=1kb)"	17	18172625	18184667	12043	2	"ENST00000577847"	119	""	"Promoter (<=1kb)"
"1310"	"ENSG00000266677"	"17"	18184813	18184924	112	"*"	"KOS_4h_peak_571"	59	"."	6.42651	10.78055	5.99391	106	"Promoter (<=1kb)"	17	18176565	18184753	8189	2	"ENST00000583062"	-60	""	"Promoter (<=1kb)"
"1311"	"ENSG00000267040"	"18"	57630365	57630444	80	"*"	"KOS_4h_peak_712"	42	"."	5.88067	8.88893	4.28573	50	"Promoter (<=1kb)"	18	57630350	57669296	38947	1	"ENST00000592201"	15	"ATP8B1-AS1"	"Promoter (<=1kb)"
"1313"	"ENSG00000267080"	"17"	44186634	44186742	109	"*"	"KOS_4h_peak_597"	112	"."	8.56868	16.43345	11.22945	43	"Promoter (<=1kb)"	17	44175968	44186707	10740	2	"ENST00000588785"	0	"ASB16-AS1"	"Promoter (<=1kb)"
"1314"	"ENSG00000267169"	"19"	14136899	14136993	95	"*"	"KOS_4h_peak_753"	42	"."	5.6933	8.90153	4.2963	68	"Promoter (<=1kb)"	19	14137146	14171264	34119	1	"ENST00000588387"	-153	"ADGRL1-AS1"	"Promoter (<=1kb)"
"1315"	"ENSG00000267390"	"18"	63367511	63367569	59	"*"	"KOS_4h_peak_717"	32	"."	5.14121	7.7109	3.24218	35	"Promoter (<=1kb)"	18	63367360	63381629	14270	1	"ENST00000701375"	151	"KDSR-DT"	"Promoter (<=1kb)"
"1316"	"ENSG00000267390"	"18"	63367378	63367449	72	"*"	"KOS_4h_peak_716"	52	"."	6.13124	9.94216	5.23651	25	"Promoter (<=1kb)"	18	63367360	63381629	14270	1	"ENST00000701375"	18	"KDSR-DT"	"Promoter (<=1kb)"
"1318"	"ENSG00000267740"	"19"	5903645	5903738	94	"*"	"KOS_4h_peak_740"	28	"."	4.81637	7.19218	2.82053	91	"Promoter (<=1kb)"	19	5867615	5903703	36089	2	"ENST00000585661"	0	""	"Promoter (<=1kb)"
"1319"	"ENSG00000268093"	"19"	48624161	48624215	55	"*"	"KOS_4h_peak_787"	52	"."	6.37073	9.98824	5.27662	26	"Promoter (<=1kb)"	19	48620504	48624132	3629	2	"ENST00000594850"	-29	""	"Promoter (<=1kb)"
"1323"	"ENSG00000268403"	"11"	9460656	9460713	58	"*"	"KOS_4h_peak_222"	18	"."	3.81662	6.04834	1.86824	1	"Promoter (<=1kb)"	11	9459549	9460702	1154	2	"ENST00000596206"	0	""	"Promoter (<=1kb)"
"1328"	"ENSG00000270647"	"17"	35809489	35809583	95	"*"	"KOS_4h_peak_579"	50	"."	5.99808	9.72704	5.04225	41	"Promoter (<=1kb)"	17	35809489	35847234	37746	1	"ENST00000604841"	0	"TAF15"	"Promoter (<=1kb)"
"1329"	"ENSG00000270882"	"1"	149832920	149832979	60	"*"	"KOS_4h_peak_98"	44	"."	5.19284	9.07529	4.45852	37	"Promoter (<=1kb)"	1	149832678	149839767	7090	1	"ENST00000613412"	242	"H4C14"	"Promoter (<=1kb)"
"1330"	"ENSG00000270882"	"1"	149832122	149832193	72	"*"	"KOS_4h_peak_95"	26	"."	4.52481	7.00288	2.65053	69	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	-464	"H4C14"	"Promoter (<=1kb)"
"1331"	"ENSG00000270882"	"1"	149832625	149832847	223	"*"	"KOS_4h_peak_97"	78	"."	5.99755	12.77962	7.83361	87	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	0	"H4C14"	"Promoter (<=1kb)"
"1332"	"ENSG00000270882"	"1"	149832249	149832340	92	"*"	"KOS_4h_peak_96"	45	"."	4.90709	9.22813	4.59797	27	"Promoter (<=1kb)"	1	149832657	149833052	396	1	"ENST00000578186"	-317	"H4C14"	"Promoter (<=1kb)"
"1334"	"ENSG00000272086"	"5"	32173893	32173959	67	"*"	"KOS_4h_peak_1148"	75	"."	7.47795	12.48696	7.55991	37	"Promoter (<=1kb)"	5	32173960	32175273	1314	1	"ENST00000606994"	-1	"GOLPH3-DT"	"Promoter (<=1kb)"
"1335"	"ENSG00000272146"	"3"	57597689	57597742	54	"*"	"KOS_4h_peak_1047"	60	"."	6.24786	10.86302	6.07191	27	"Promoter (<=1kb)"	3	57597715	57600920	3206	1	"ENST00000606192"	0	NA	"Promoter (<=1kb)"
"1336"	"ENSG00000272325"	"6"	34392422	34392545	124	"*"	"KOS_4h_peak_1243"	44	"."	5.98236	9.05179	4.43532	104	"Promoter (<=1kb)"	6	34279679	34392669	112991	2	"ENST00000607016"	124	"NUDT3"	"Promoter (<=1kb)"
"1337"	"ENSG00000272391"	"7"	75442899	75442983	85	"*"	"KOS_4h_peak_1323"	38	"."	4.63447	8.39522	3.87229	47	"Promoter (<=1kb)"	7	75418796	75442719	23924	2	"ENST00000607367"	-180	"POM121C"	"Promoter (<=1kb)"
"1341"	"ENSG00000272829"	"22"	20981886	20982038	153	"*"	"KOS_4h_peak_994"	91	"."	8.26222	14.15851	9.10894	40	"Promoter (<=1kb)"	22	20981351	20982233	883	2	"ENST00000610278"	195	""	"Promoter (<=1kb)"
"1342"	"ENSG00000272933"	"10"	102644125	102644188	64	"*"	"KOS_4h_peak_197"	25	"."	4.9853	6.92979	2.57977	5	"Promoter (<=1kb)"	10	102642792	102644140	1349	2	"ENST00000607967"	0	"TRIM8-DT"	"Promoter (<=1kb)"
"1343"	"ENSG00000273015"	"12"	45726950	45727019	70	"*"	"KOS_4h_peak_295"	24	"."	4.71278	6.75286	2.42901	37	"Promoter (<=1kb)"	12	45718046	45727860	9815	2	"ENST00000609803"	841	"LINC00938"	"Promoter (<=1kb)"
"1350"	"ENSG00000273542"	"6"	27831249	27831528	280	"*"	"KOS_4h_peak_1226"	84	"."	5.76674	13.50177	8.49688	176	"Promoter (<=1kb)"	6	27831174	27831560	387	2	"ENST00000611927"	32	"H4C12"	"Promoter (<=1kb)"
"1351"	"ENSG00000273582"	"16"	29226989	29227049	61	"*"	"KOS_4h_peak_482"	122	"."	9.99612	17.46454	12.21472	21	"Promoter (<=1kb)"	16	29225594	29226348	755	2	"ENST00000620963"	-641	""	"Promoter (<=1kb)"
"1355"	"ENSG00000274585"	"17"	43234437	43234522	86	"*"	"KOS_4h_peak_592"	84	"."	3.64677	13.42356	8.42689	49	"Promoter (<=1kb)"	17	43233787	43233977	191	2	"ENST00000618664"	-460	"RNU2-1"	"Promoter (<=1kb)"
"1356"	"ENSG00000274848"	"16"	30814394	30814497	104	"*"	"KOS_4h_peak_491"	49	"."	6.30968	9.5794	4.92069	20	"Promoter (1-2kb)"	16	30816030	30816302	273	1	"ENST00000612622"	-1533	"Metazoa_SRP"	"Promoter (1-2kb)"
"1357"	"ENSG00000274917"	"GL000220.1"	110793	110853	61	"*"	"KOS_4h_peak_1476"	43	"."	1.90978	8.90777	4.30239	50	"Promoter (1-2kb)"	34	112025	112177	153	1	"ENST00000611446"	-1172	"RNA5-8SN5"	"Promoter (1-2kb)"
"1358"	"ENSG00000274978"	"1"	28648669	28648756	88	"*"	"KOS_4h_peak_39"	96	"."	8.85623	14.7808	9.69112	38	"Promoter (<=1kb)"	1	28648600	28648733	134	1	"ENST00000387069"	69	"RNU11"	"Promoter (<=1kb)"
"1359"	"ENSG00000275131"	"1"	120558962	120559082	121	"*"	"KOS_4h_peak_82"	45	"."	6.08763	9.22084	4.59327	37	"Promoter (<=1kb)"	1	120489860	120558143	68284	2	"ENST00000715505"	-819	"PDE4DIPP2"	"Promoter (<=1kb)"
"1360"	"ENSG00000275198"	"14"	90383235	90383308	74	"*"	"KOS_4h_peak_395"	54	"."	6.48089	10.16573	5.43914	39	"Promoter (<=1kb)"	14	90383365	90387973	4609	1	"ENST00000615251"	-57	"LINC02960"	"Promoter (<=1kb)"
"1361"	"ENSG00000275198"	"14"	90383435	90383536	102	"*"	"KOS_4h_peak_396"	37	"."	5.68028	8.28611	3.77128	73	"Promoter (<=1kb)"	14	90383365	90387973	4609	1	"ENST00000615251"	70	"LINC02960"	"Promoter (<=1kb)"
"1363"	"ENSG00000275630"	"14"	70822047	70822184	138	"*"	"KOS_4h_peak_389"	38	"."	4.99813	8.40895	3.87883	73	"Promoter (<=1kb)"	14	70822004	70823984	1981	1	"ENST00000622856"	43	""	"Promoter (<=1kb)"
"1364"	"ENSG00000275719"	"19"	46787603	46787677	75	"*"	"KOS_4h_peak_783"	17	"."	3.9985	5.86251	1.70983	25	"Promoter (<=1kb)"	19	46787815	46789039	1225	1	"ENST00000612522"	-138	""	"Promoter (<=1kb)"
"1365"	"ENSG00000276076"	"21"	6499103	6499203	101	"*"	"KOS_4h_peak_953"	40	"."	5.99865	8.58091	4.0249	78	"Promoter (<=1kb)"	21	6499203	6564489	65287	1	"ENST00000619537"	0	""	"Promoter (<=1kb)"
"1366"	"ENSG00000276293"	"17"	38799374	38799460	87	"*"	"KOS_4h_peak_582"	46	"."	5.69843	9.24136	4.60994	38	"Promoter (<=1kb)"	17	38776604	38799522	22919	2	"ENST00000617781"	62	"PIP4K2B"	"Promoter (<=1kb)"
"1367"	"ENSG00000276312"	"KI270733.1"	166643	166699	57	"*"	"KOS_4h_peak_1482"	80	"."	2.66523	12.99974	8.0283	39	"Promoter (<=1kb)"	45	167218	167307	90	1	"ENST00000615130"	-519	""	"Promoter (<=1kb)"
"1368"	"ENSG00000277075"	"6"	26217198	26217367	170	"*"	"KOS_4h_peak_1220"	50	"."	5.99808	9.72704	5.04225	34	"Promoter (<=1kb)"	6	26216921	26217437	517	1	"ENST00000303910"	277	"H2AC8"	"Promoter (<=1kb)"
"1371"	"ENSG00000277791"	"17"	38753176	38753276	101	"*"	"KOS_4h_peak_581"	63	"."	7.09426	11.16454	6.34636	40	"Promoter (<=1kb)"	17	38752773	38764225	11453	1	"ENST00000620309"	403	"PSMB3"	"Promoter (<=1kb)"
"1372"	"ENSG00000277887"	"17"	64146259	64146340	82	"*"	"KOS_4h_peak_632"	38	"."	4.99813	8.40895	3.87883	26	"Promoter (<=1kb)"	17	64146339	64146471	133	1	"ENST00000408535"	0	"SNORA50C"	"Promoter (<=1kb)"
"1373"	"ENSG00000278048"	"17"	43251685	43251739	55	"*"	"KOS_4h_peak_593"	196	"."	5.3609	25.39409	19.68249	24	"Promoter (<=1kb)"	17	43251829	43252019	191	2	"ENST00000613119"	280	"U2"	"Promoter (<=1kb)"
"1374"	"ENSG00000278311"	"17"	36544650	36544735	86	"*"	"KOS_4h_peak_580"	16	"."	4.28434	5.83183	1.69221	13	"Promoter (<=1kb)"	17	36544912	36547747	2836	1	"ENST00000611219"	-177	"GGNBP2"	"Promoter (<=1kb)"
"1375"	"ENSG00000278447"	"17"	42823874	42823925	52	"*"	"KOS_4h_peak_591"	21	"."	4.47734	6.38079	2.12884	13	"Promoter (<=1kb)"	17	42823880	42823943	64	2	"ENST00000621616"	18	"MIR6781"	"Promoter (<=1kb)"
"1376"	"ENSG00000278591"	"17"	43299828	43299879	52	"*"	"KOS_4h_peak_594"	109	"."	5.14039	16.07908	10.91241	38	"Promoter (<=1kb)"	17	43300041	43300231	191	2	"ENST00000618602"	352	"U2"	"Promoter (<=1kb)"
"1377"	"ENSG00000278637"	"6"	26021753	26021835	83	"*"	"KOS_4h_peak_1219"	42	"."	5.88067	8.88893	4.28573	69	"Promoter (<=1kb)"	6	26021649	26022050	402	1	"ENST00000617569"	104	"H4C1"	"Promoter (<=1kb)"
"1381"	"ENSG00000279584"	"5"	131797555	131797665	111	"*"	"KOS_4h_peak_1171"	23	"."	4.81865	6.66731	2.38336	16	"Promoter (<=1kb)"	5	131797415	131797929	515	1	"ENST00000624894"	140	""	"Promoter (<=1kb)"
"1382"	"ENSG00000279602"	"17"	43361235	43361286	52	"*"	"KOS_4h_peak_595"	63	"."	6.86078	11.11938	6.30509	21	"Promoter (<=1kb)"	17	43360033	43361361	1329	2	"ENST00000624705"	75	""	"Promoter (<=1kb)"
"1383"	"ENSG00000279689"	"10"	73772851	73772936	86	"*"	"KOS_4h_peak_180"	91	"."	7.76507	14.18876	9.13623	42	"Promoter (<=1kb)"	10	73769264	73772862	3599	2	"ENST00000623453"	0	""	"Promoter (<=1kb)"
"1384"	"ENSG00000279841"	"16"	81632935	81633046	112	"*"	"KOS_4h_peak_518"	16	"."	4.28434	5.83183	1.69221	1	"Promoter (2-3kb)"	16	81630193	81632038	1846	1	"ENST00000624151"	2742	""	"Promoter (2-3kb)"
"1386"	"ENSG00000280273"	"8"	11284893	11285019	127	"*"	"KOS_4h_peak_1379"	52	"."	6.13124	9.94216	5.23651	90	"Promoter (<=1kb)"	8	11283481	11285068	1588	2	"ENST00000638924"	49	NA	"Promoter (<=1kb)"
"1387"	"ENSG00000280594"	"21"	17611778	17611834	57	"*"	"KOS_4h_peak_958"	24	"."	4.71278	6.75286	2.42901	8	"Promoter (<=1kb)"	21	17611773	17614113	2341	1	"ENST00000630155"	5	"BTG3-AS1"	"Promoter (<=1kb)"
"1390"	"ENSG00000283160"	"17"	8186125	8186227	103	"*"	"KOS_4h_peak_565"	15	"."	4.1286	5.58863	1.50509	9	"Promoter (<=1kb)"	17	8186945	8187004	60	1	"ENST00000635897"	-718	"MIR4521"	"Promoter (<=1kb)"
"1392"	"ENSG00000283279"	"14"	101038194	101038252	59	"*"	"KOS_4h_peak_410"	86	"."	6.27017	13.71746	8.69588	14	"Promoter (1-2kb)"	14	101039690	101039755	66	1	"ENST00000607441"	-1438	"MIR376C"	"Promoter (1-2kb)"
"1397"	"ENSG00000283635"	"2"	238289050	238289120	71	"*"	"KOS_4h_peak_913"	38	"."	4.99813	8.40895	3.87883	42	"Promoter (<=1kb)"	2	238289127	238300185	11059	1	"ENST00000637634"	-7	""	"Promoter (<=1kb)"
"1398"	"ENSG00000283805"	"17"	76736333	76736458	126	"*"	"KOS_4h_peak_651"	63	"."	5.99776	11.20445	6.37681	45	"Promoter (<=1kb)"	17	76736450	76736548	99	2	"ENST00000384825"	90	"MIR636"	"Promoter (<=1kb)"
"1399"	"ENSG00000284286"	"X"	154020028	154020108	81	"*"	"KOS_4h_peak_1497"	51	"."	6.59852	9.80045	5.10335	41	"Promoter (<=1kb)"	23	154019920	154019989	70	2	"ENST00000390190"	-39	"MIR718"	"Promoter (<=1kb)"
